Прізвище,Ім’я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Пустовіт,Нестор,Петрович,Чоловіча,1968-06-06,Паблік рилейшнз,місто Бібрка,"парк Розумовський 1-й, буд. 6 кв. 292, Новий Розділ, 59924",+380 96 614-64-84,tymchuksofiia@example.org
Рябошапка,Макар,Ярославович,Чоловіча,2004-06-18,Флорист,хутір Саки ,"шосе Колонічна, буд. 743 кв. 95, Белз, 96294",828 12 23,ustymbevz@example.org
Жадан,Григорій,Володимирович,Чоловіча,1948-08-04,Клавішник,місто Кривий Ріг,"парк Купріна, буд. 935, Зугрес, 17802",+380 (01) 023-05-43,kalenychenkoboleslav@example.org
Дубина,Лукʼян,Богданович,Чоловіча,1967-07-08,Сценарист,село Армянськ,"сквер Лінія 46-та, буд. 4, Тульчин, 54433",679-21-04,azakharenko@example.com
Атрощенко,Аарон,Андрійович,Чоловіча,1950-04-15,Електрослюсар,хутір Алмазна,"набережна Восьмого березня 9-й, буд. 61 кв. 5, Кам'янець-Подільський, 16744",742 15 66,iefymenkomyron@example.net
Охримович,Борислав,Богданович,Чоловіча,1995-03-28,Громадський діяч,село Яготин,"узвіз Деревообробний 2-й, буд. 310, Слов'янськ, 03880",+380 03 897-78-62,fzubko@example.net
Сімашкевич,Веніямин,Федорович,Чоловіча,2005-05-28,Шериф,місто Кривий Ріг,"сквер Ашгабатська, буд. 740, Погребище, 13522",+380 (19) 436-73-16,ldevdiuk@example.net
Шаповал,Григорій,Романович,Чоловіча,2001-07-01,Геофізик,село Дубляни,"проспект Травневий 1-й, буд. 981, Бахчисарай, 38598",210 72 24,apelekh@example.com
Дергач,Маруся,Іванівна,Жіноча,1980-11-07,Кур'єр,місто Мала Виска,"площа Слобідський узвіз, буд. 7, Сквира, 16101",074 744-36-34,onikoliuk@example.com
Алексюк,Вадим,Вікторович,Чоловіча,1958-08-23,Стиліст,селище Славута,"площа Польовий 1-й, буд. 79 кв. 31, Моспине, 91250",526 22 76,irvanetsbohuslava@example.org
Салій,Надія,Леонідівна,Жіноча,1994-04-14,Кінокритик,селище Бережани,"узвіз Балтський 2-й, буд. 51, Привілля, 52246",444-88-34,frantsmykhailychenko@example.org
Авдєєнко,Григорій,Федорович,Чоловіча,1966-02-20,Машиніст,хутір Запоріжжя,"набережна Чернишевського, буд. 5, Болехів, 51335",319-01-03,herman93@example.net
Бабиченко,Владислав,Сергійович,Чоловіча,1989-05-08,Археолог,хутір Долинська,"узвіз Північний, буд. 389 кв. 73, Сновськ, 18979",239 71 84,hukihnat@example.net
Бебешко,Сніжана,Володимирівна,Жіноча,1995-11-23,Дантист,хутір Яремче,"сквер Аркадіївський, буд. 1 кв. 753, Брянка, 58565",011-33-40,shukhevychsolomiia@example.org
Ковпак,Ганна,Леонідівна,Жіноча,1959-01-02,Філолог,хутір Гола Пристань,"площа Херсонський, буд. 522, Ніжин, 18021",+380 (27) 342-22-62,daryna52@example.org
Баранець,Марія,Федорівна,Жіноча,1944-11-08,Сценарист,місто Косів,"провулок Кустанайська, буд. 72, Гуляйполе, 41594",900-19-84,tsyrotenko@example.net
Гайдамака,Охрім,Григорович,Чоловіча,1949-12-31,Педагог,хутір Жашків,"провулок Декабристів, буд. 349 кв. 2, Южноукраїнськ, 59643",331-13-61,fartushniakanton@example.net
Сомко,Руслан,Павлович,Чоловіча,1979-02-27,Інженер,село Богодухів,"сквер Курська, буд. 660 кв. 3, Скалат, 68119",+380 18 678-84-54,ustenkoada@example.com
Литвиненко,Віра,Дмитрівна,Жіноча,1990-05-22,Акушер,селище Дунаївці,"шосе Матроський узвіз, буд. 688 кв. 951, Берестечко, 26303",075 632 33 85,hermandrozd@example.com
Чалий,Еріка,Богданівна,Жіноча,1956-07-23,Електромонтер,село Київ,"проспект Лунний, буд. 76 кв. 6, Миргород, 44270",+380 (06) 738-03-47,khorishkoanton@example.com
Ващенко,Аніта,Олександрівна,Жіноча,1992-11-04,Живописець,селище Корсунь-Шевченківський,"парк Курганська, буд. 4 кв. 482, Трускавець, 07792",424 11 07,zievdokymenko@example.com
Дробʼязко,Левко,Павлович,Чоловіча,2000-09-28,Різноробочий,місто Миколаїв,"набережна Маршала Бабаджаняна, буд. 2, Радивилів, 55204",818-33-43,mykhailo21@example.net
Ажажа,Охрім,Юрійович,Чоловіча,1979-05-13,Живописець,місто Буринь,"провулок Пассіонарії, буд. 6, Золоте, 37476",+380 49 073-35-93,dutkaalbina@example.org
Цушко,Надія,Василівна,Жіноча,1953-03-20,Географ,місто Мелітополь,"проспект Новоберегова, буд. 655 кв. 52, Старокостянтинів, 78247",378-87-09,cherinkoliza@example.net
Масляк,Валентина,Олександрівна,Жіноча,1954-04-14,Штукатур,село Щастя ,"вулиця Космонавта Комарова, буд. 17 кв. 27, Горлівка, 22957",+380 75 609-35-16,mvertyporokh@example.org
Єрченко,Августин,Петрович,Чоловіча,2006-07-29,Парфюмер,місто Макіївка,"площа Отрадна, буд. 4, Корюківка, 53328",+380 70 633-02-50,eduardvakulenko@example.org
Савенко,Василина,Іванівна,Жіноча,1951-10-10,Дизайнер,селище Ужгород,"набережна Сталепрокатна, буд. 66 кв. 07, Зміїв, 24314",+380 32 225-06-75,zchupryna@example.net
Пʼятаченко,Святослав,Григорович,Чоловіча,1953-01-31,Ветеринар,місто Бобринець,"сквер Курортний 6-й, буд. 5 кв. 87, Дергачі, 86029",+380 45 926 99 00,fedir91@example.net
Коваленко,Феофан,Григорович,Чоловіча,1982-11-27,Астронавт,село Перечин,"площа Дежньова, буд. 4, Пустомити, 97591",+380 02 129-68-37,vvysochan@example.net
Вітер,Марко,Федорович,Чоловіча,1982-05-07,Географ,село Ірпінь,"провулок Бузковий, буд. 4 кв. 935, Снятин, 17149",839-74-93,davydenkokyrylo@example.com
Авдєєнко,Олекса,Віталійович,Чоловіча,1993-07-18,Круп'є,село Докучаєвськ,"площа Тимірязєва 5-й, буд. 792 кв. 69, Первомайськ, 08865",+380 78 608 29 85,shchyrytsiaviktoriia@example.net
Бабак,Степан,Юрійович,Чоловіча,1974-09-26,Педагог,селище Яворів,"сквер Братів Поджіо, буд. 1 кв. 8, Зугрес, 93369",735 26 11,khrystenkodanna@example.org
Чубай,Назар,Петрович,Чоловіча,1982-01-02,Паблік рилейшнз,хутір Олександрівськ,"шосе Поїзна, буд. 291 кв. 9, Покровськ, 64198",+380 (59) 468-48-69,triabovil@example.net
Гайдабура,Валерій,Богданович,Чоловіча,1960-04-29,Кінокритик,місто Комарно,"набережна Харківська, буд. 140 кв. 821, Перевальськ, 59443",600-40-38,omelianchaika@example.com
Дурдинець,Альбіна,Володимирівна,Жіноча,1971-06-13,Астроном,хутір Амвросіївка,"вулиця Таїрова, буд. 719, Ровеньки, 59583",096-19-69,mykolai22@example.com
Гоголь,Софія,Павлівна,Жіноча,2000-06-11,Редактор,хутір Гуляйполе,"набережна Чапаєва, буд. 0 кв. 1, Мена , 18901",465 30 49,azhazhamarko@example.com
Сомко,Ігнат,Юрійович,Чоловіча,1945-09-06,Композитор,хутір Новояворівськ,"сквер Шостої 2-й, буд. 77, Харцизьк, 27630",322 19 28,yhaida@example.com
Дейнеко,Василь,Андрійович,Чоловіча,2002-10-25,Кухар,хутір Корюківка,"набережна Промисловий, буд. 94 кв. 2, Корюківка, 74162",+380 06 924-30-89,candriishyn@example.org
Карась,Варфоломій,Дмитрович,Чоловіча,2005-06-23,Геофізик,хутір Хмельницький,"узвіз Мигдальна, буд. 332, Красноперекопськ, 61232",+380 47 088-89-95,zlatoslavareva@example.com
